Customer,ID,Anker SKU,PDT,Forecast Type,Quarter,Week,Forecast - Units,Forecast Revenue,Delta Units,Delta Revenue,Gap Flag,IsCurrentQ,,,
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202540,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202540,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202541,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202541,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202542,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202542,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202543,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202543,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202544,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202544,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202545,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202545,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202546,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202546,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202547,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202547,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202548,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202548,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202549,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202549,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202550,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202550,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202551,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202551,6,$70.26,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Constrained,Q4 2025,202552,6,$70.26,6.00,$70.26,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81F7H21-1,Essential,Unconstrained,Q4 2025,202552,0,$0.00,0.00,$0.00,,FALSE,1963A81F7H21-1,11.71,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q3 2025,202537,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q3 2025,202537,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q3 2025,202538,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q3 2025,202538,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q3 2025,202539,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q3 2025,202539,8,$80.32,0.00,$0.00,,TRUE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202540,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202540,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202541,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202541,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202542,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202542,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202543,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202543,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202544,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202544,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202545,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202545,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202546,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202546,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202547,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202547,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202548,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202548,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202549,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202549,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202550,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202550,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202551,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202551,8,$80.32,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Constrained,Q4 2025,202552,8,$80.32,8.00,$80.32,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B5H21-1,Essential,Unconstrained,Q4 2025,202552,0,$0.00,0.00,$0.00,,FALSE,1963A81B5H21-1,10.04,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q3 2025,202537,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q3 2025,202537,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q3 2025,202538,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q3 2025,202538,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q3 2025,202539,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q3 2025,202539,5,$64.15,0.00,$0.00,,TRUE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202540,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202540,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202541,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202541,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202542,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202542,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202543,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202543,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202544,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202544,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202545,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202545,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202546,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202546,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202547,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202547,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202548,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202548,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202549,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202549,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202550,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202550,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202551,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202551,5,$64.15,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Constrained,Q4 2025,202552,5,$64.15,5.00,$64.15,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A81B7H21-1,Essential,Unconstrained,Q4 2025,202552,0,$0.00,0.00,$0.00,,FALSE,1963A81B7H21-1,12.83,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q3 2025,202537,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q3 2025,202537,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q3 2025,202538,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q3 2025,202538,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q3 2025,202539,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q3 2025,202539,15,$168.75,0.00,$0.00,,TRUE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202540,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202540,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202541,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202541,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202542,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202542,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202543,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202543,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202544,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202544,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202545,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202545,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202546,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202546,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202547,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202547,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202548,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202548,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202549,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202549,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202550,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202550,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202551,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202551,15,$168.75,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Constrained,Q4 2025,202552,15,$168.75,15.00,$168.75,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2147J21-1,Charger,Unconstrained,Q4 2025,202552,0,$0.00,0.00,$0.00,,FALSE,1963A2147J21-1,11.25,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q3 2025,202537,"1,110","$15,306.90",0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q3 2025,202537,"1,110","$15,306.90",0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q3 2025,202538,10,$137.90,0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q3 2025,202538,10,$137.90,0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q3 2025,202539,610,"$8,411.90",0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q3 2025,202539,610,"$8,411.90",0.00,$0.00,,TRUE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202540,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202540,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202541,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202541,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202542,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202542,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202543,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202543,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202544,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202544,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202545,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202545,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202546,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202546,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202547,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202547,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202548,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202548,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202549,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202549,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202550,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202550,10,$137.90,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202551,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202551,610,"$8,411.90",0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Constrained,Q4 2025,202552,10,$137.90,10.00,$137.90,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2326J21-1,Essential,Unconstrained,Q4 2025,202552,0,$0.00,0.00,$0.00,,FALSE,1963A2326J21-1,13.79,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q3 2025,202537,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Unconstrained,Q3 2025,202537,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q3 2025,202538,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Unconstrained,Q3 2025,202538,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q3 2025,202539,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Unconstrained,Q3 2025,202539,10,$180.00,0.00,$0.00,,TRUE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q4 2025,202540,10,$180.00,0.00,$0.00,,FALSE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Unconstrained,Q4 2025,202540,10,$180.00,0.00,$0.00,,FALSE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q4 2025,202541,10,$180.00,0.00,$0.00,,FALSE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Unconstrained,Q4 2025,202541,10,$180.00,0.00,$0.00,,FALSE,1963A2038J21-1,18,Fresh Week 35
SYNNEX,1963,A2038J21-1,Charger,Constrained,Q4 2025,202542,10,$180.00,0.00,$0.00,,FALSE,1963A2038J21-1,18,Fresh Week 35
